Date, Daily Fees ,average gas price,Date(UTC),Value (Wei),gas used,Date(UTC),Value,eth price,Date(UTC),Value,,,,,,,,
7/12/20," $3,520,768.23 ",,8/16/20,1.03406E+11,,8/16/20,78478834034,,8/16/20,433.85,,,,,,,,
7/11/20," $3,860,846.57 ",,8/17/20,1.15609E+11,,8/17/20,77437433421,,8/17/20,431.26,,,,,,,,
7/10/20," $4,423,555.87 ",,8/18/20,1.32627E+11,,8/18/20,78965311743,,8/18/20,422.38,,,,,,,,
7/9/20," $4,438,674.12 ",,8/19/20,1.38374E+11,,8/19/20,78649648994,,8/19/20,407.85,,,,,,,,
7/8/20," $3,834,804.72 ",,8/20/20,1.1649E+11,,8/20/20,79126229540,,8/20/20,416.04,,,,,,,,
7/7/20," $4,934,147.50 ",,8/21/20,1.61842E+11,,8/21/20,78579746074,,8/21/20,387.98,,,,,,,,
7/6/20," $3,296,243.77 ",,8/22/20,1.07429E+11,,8/22/20,77588023144,,8/22/20,395.46,,,,,,,,
7/5/20," $2,669,492.63 ",,8/23/20,86163918808,,8/23/20,79293509632,,8/23/20,390.72,,,,,,,,
7/4/20," $3,182,739.77 ",,8/24/20,98937713405,,8/24/20,78840099923,,8/24/20,408.03,,,,,,,,
7/3/20," $3,292,652.13 ",,8/25/20,1.10741E+11,,8/25/20,77562617010,,8/25/20,383.34,,,,,,,,
7/2/20," $2,848,407.06 ",,8/26/20,93103481649,,8/26/20,79254937017,,8/26/20,386.02,,,,,,,,
7/1/20," $2,934,092.27 ",,8/27/20,97826615038,,8/27/20,78273347480,,8/27/20,383.18,,,,,,,,
6/30/20," $2,887,798.27 ",,8/28/20,93087752585,,8/28/20,78430303714,,8/28/20,395.54,,,,,,,,
6/29/20," $3,220,644.99 ",,8/29/20,1.02908E+11,,8/29/20,78478309540,,8/29/20,398.79,,,,,,,,
6/28/20," $7,162,543.40 ",,8/30/20,2.11899E+11,,8/30/20,78784401243,,8/30/20,429.04,,,,,,,,
6/27/20," $8,152,504.42 ",,8/31/20,2.36124E+11,,8/31/20,79535399741,,8/31/20,434.1,,,,,,,,
6/26/20," $16,733,680.01 ",,9/1/20,4.45945E+11,,9/1/20,78863623702,,9/1/20,475.81,,,,,,,,
6/25/20," $16,560,531.01 ",,9/2/20,4.80096E+11,,9/2/20,78426177487,,9/2/20,439.83,,,,,,,,
6/24/20," $11,704,837.37 ",,9/3/20,3.91331E+11,,9/3/20,78205133568,,9/3/20,382.46,,,,,,,,
6/23/20," $7,124,918.40 ",,9/4/20,2.32291E+11,,9/4/20,79480732784,,9/4/20,385.91,,,,,,,,
6/22/20," $7,228,658.30 ",,9/5/20,2.76608E+11,,9/5/20,77953696178,,9/5/20,335.24,,,,,,,,
6/21/20," $3,661,662.91 ",,9/6/20,1.29483E+11,,9/6/20,80181154846,,9/6/20,352.69,,,,,,,,
6/20/20," $3,114,478.19 ",,9/7/20,1.12638E+11,,9/7/20,78174242990,,9/7/20,353.7,,,,,,,,
6/19/20," $2,758,346.30 ",,9/8/20,1.03775E+11,,9/8/20,78767421313,,9/8/20,337.45,,,,,,,,
6/18/20," $3,325,127.40 ",,9/9/20,1.2049E+11,,9/9/20,78589349592,,9/9/20,351.15,,,,,,,,
6/17/20," $5,191,405.85 ",,9/10/20,1.79315E+11,,9/10/20,78652835328,,9/10/20,368.09,,,,,,,,
6/16/20," $4,390,865.53 ",,9/11/20,1.4723E+11,,9/11/20,79743009950,,9/11/20,373.99,,,,,,,,
6/15/20," $3,281,322.19 ",,9/12/20,1.07403E+11,,9/12/20,78765515640,,9/12/20,387.88,,,,,,,,
6/14/20," $3,506,509.22 ",,9/13/20,1.20533E+11,,9/13/20,79413962613,,9/13/20,366.33,,,,,,,,
6/13/20," $5,898,245.48 ",,9/14/20,1.995E+11,,9/14/20,78372157982,,9/14/20,377.24,,,,,,,,
6/12/20," $5,413,220.30 ",,9/15/20,1.86693E+11,,9/15/20,79615836276,,9/15/20,364.19,,,,,,,,
6/11/20," $4,378,036.79 ",,9/16/20,1.52924E+11,,9/16/20,78394336174,,9/16/20,365.19,,,,,,,,
6/10/20," $16,737,184.58 ",,9/17/20,5.38007E+11,,9/17/20,79872680412,,9/17/20,389.49,,,,,,,,
6/9/20," $9,562,020.26 ",,9/18/20,3.18643E+11,,9/18/20,78013250896,,9/18/20,384.66,,,,,,,,
6/8/20," $5,324,316.22 ",,9/19/20,1.7432E+11,,9/19/20,79259285506,,9/19/20,385.36,,,,,,,,
6/7/20," $3,933,468.45 ",,9/20/20,1.3289E+11,,9/20/20,79769667516,,9/20/20,371.06,,,,,,,,
6/6/20," $4,778,337.63 ",,9/21/20,1.76908E+11,,9/21/20,79397633332,,9/21/20,340.19,,,,,,,,
6/5/20," $4,277,196.20 ",,9/22/20,1.59389E+11,,9/22/20,77951908536,,9/22/20,344.25,,,,,,,,
6/4/20," $3,255,210.92 ",,9/23/20,1.28841E+11,,9/23/20,78907480390,,9/23/20,320.19,,,,,,,,
6/3/20," $3,011,160.27 ",,9/24/20,1.09209E+11,,9/24/20,78963329478,,9/24/20,349.18,,,,,,,,
6/2/20," $2,821,167.41 ",,9/25/20,1.02667E+11,,9/25/20,78060701536,,9/25/20,352.02,,,,,,,,
6/1/20," $2,313,735.37 ",,9/26/20,83509486824,,9/26/20,78219863288,,9/26/20,354.21,,,,,,,,
5/31/20," $2,376,528.58 ",,9/27/20,86032333679,,9/27/20,77232274120,,9/27/20,357.67,,,,,,,,
5/30/20," $3,363,391.44 ",,9/28/20,1.21962E+11,,9/28/20,77899985330,,9/28/20,354.01,,,,,,,,
5/29/20," $4,283,613.99 ",,9/29/20,1.53891E+11,,9/29/20,77337826258,,9/29/20,359.92,,,,,,,,
5/28/20," $3,350,215.73 ",,9/30/20,1.19863E+11,,9/30/20,77669896295,,9/30/20,359.86,,,,,,,,
5/27/20," $2,778,607.64 ",,10/1/20,1.00692E+11,,10/1/20,78153314780,,10/1/20,353.09,,,,,,,,
5/26/20," $2,514,717.85 ",,10/2/20,93806763969,,10/2/20,77516194687,,10/2/20,345.83,,,,,,,,
5/25/20," $2,138,445.69 ",,10/3/20,79724495395,,10/3/20,77451328901,,10/3/20,346.32,,,,,,,,
5/24/20," $2,273,218.27 ",,10/4/20,83002261988,,10/4/20,77657372343,,10/4/20,352.67,,,,,,,,
5/23/20," $2,513,160.79 ",,10/5/20,90700178586,,10/5/20,78307833105,,10/5/20,353.84,,,,,,,,
5/22/20," $2,931,918.57 ",,10/6/20,1.09233E+11,,10/6/20,78747165348,,10/6/20,340.85,,,,,,,,
5/21/20," $2,261,964.10 ",,10/7/20,85972225652,,10/7/20,76951259805,,10/7/20,341.91,,,,,,,,
5/20/20," $2,306,097.74 ",,10/8/20,87114899986,,10/8/20,75375596104,,10/8/20,351.2,,,,,,,,
5/19/20," $2,272,319.92 ",,10/9/20,80387358281,,10/9/20,77357297734,,10/9/20,365.41,,,,,,,,
5/18/20," $1,823,078.42 ",,10/10/20,64197264627,,10/10/20,76569429799,,10/10/20,370.88,,,,,,,,
5/17/20," $1,483,268.50 ",,10/11/20,49653860265,,10/11/20,79786775919,,10/11/20,374.4,,,,,,,,
5/16/20," $2,304,207.39 ",,10/12/20,76063541206,,10/12/20,78295187648,,10/12/20,386.91,,,,,,,,
5/15/20," $2,293,670.01 ",,10/13/20,75080099063,,10/13/20,80096589404,,10/13/20,381.41,,,,,,,,
5/14/20," $2,280,775.69 ",,10/14/20,75643030426,,10/14/20,79547880329,,10/14/20,379.04,,,,,,,,
5/13/20," $2,245,829.62 ",,10/15/20,74178882628,,10/15/20,80133031649,,10/15/20,377.82,,,,,,,,
5/12/20," $1,819,768.61 ",,10/16/20,63068023041,,10/16/20,78926805019,,10/16/20,365.58,,,,,,,,
5/11/20," $1,060,515.20 ",,10/17/20,36291623945,,10/17/20,79293510847,,10/17/20,368.53,,,,,,,,
5/10/20," $1,192,839.94 ",,10/18/20,40183042347,,10/18/20,78440855920,,10/18/20,378.44,,,,,,,,
5/9/20," $1,734,321.10 ",,10/19/20,56873119620,,10/19/20,80373648781,,10/19/20,379.41,,,,,,,,
5/8/20," $1,807,074.43 ",,10/20/20,61935567910,,10/20/20,79106046104,,10/20/20,368.83,,,,,,,,
5/7/20," $2,305,601.45 ",,10/21/20,74178258309,,10/21/20,79399947057,,10/21/20,391.46,,,,,,,,
5/6/20," $2,087,531.99 ",,10/22/20,63311659678,,10/22/20,79547201646,,10/22/20,414.5,,,,,,,,
5/5/20," $1,888,838.97 ",,10/23/20,58483044067,,10/23/20,78856378259,,10/23/20,409.57,,,,,,,,
5/4/20," $1,063,907.00 ",,10/24/20,32203857762,,10/24/20,80084922236,,10/24/20,412.52,,,,,,,,
5/3/20," $1,061,411.31 ",,10/25/20,33050174347,,10/25/20,79042948835,,10/25/20,406.3,,,,,,,,
5/2/20," $1,738,240.36 ",,10/26/20,55960128939,,10/26/20,79016361979,,10/26/20,393.11,,,,,,,,
5/1/20," $1,400,628.46 ",,10/27/20,43438225272,,10/27/20,79863638745,,10/27/20,403.74,,,,,,,,
4/30/20," $2,002,302.79 ",,10/28/20,64546938423,,10/28/20,79792369114,,10/28/20,388.77,,,,,,,,
4/29/20," $2,116,815.59 ",,10/29/20,68638448298,,10/29/20,79579101714,,10/29/20,387.54,,,,,,,,
4/28/20," $1,919,769.75 ",,10/30/20,63336696249,,10/30/20,79189425544,,10/30/20,382.76,,,,,,,,
4/27/20," $1,251,511.52 ",,10/31/20,40821601761,,10/31/20,79268978218,,10/31/20,386.76,,,,,,,,
4/26/20," $1,067,478.84 ",,11/1/20,33958389367,,11/1/20,79282977653,,11/1/20,396.49,,,,,,,,
4/25/20," $1,805,155.57 ",,11/2/20,59556293025,,11/2/20,79012728281,,11/2/20,383.61,,,,,,,,
4/24/20," $1,390,554.36 ",,11/3/20,44994623512,,11/3/20,79616921576,,11/3/20,388.17,,,,,,,,
4/23/20," $1,182,059.01 ",,11/4/20,36929765158,,11/4/20,79492127790,,11/4/20,402.66,,,,,,,,
4/22/20," $1,665,341.43 ",,11/5/20,50351219255,,11/5/20,79336277230,,11/5/20,416.89,,,,,,,,
4/21/20," $2,169,648.39 ",,11/6/20,59743475915,,11/6/20,79584660676,,11/6/20,456.32,,,,,,,,
4/20/20," $1,919,997.96 ",,11/7/20,55699556300,,11/7/20,79093696984,,11/7/20,435.82,,,,,,,,
4/19/20," $1,060,862.67 ",,11/8/20,29270287574,,11/8/20,79701963471,,11/8/20,454.74,,,,,,,,
4/18/20," $1,518,678.50 ",,11/9/20,43036804081,,11/9/20,79396785999,,11/9/20,444.45,,,,,,,,
4/17/20," $1,778,642.68 ",,11/10/20,50067322104,,11/10/20,78793907472,,11/10/20,450.86,,,,,,,,
4/16/20," $1,938,520.76 ",,11/11/20,52469222811,,11/11/20,79640154012,,11/11/20,463.91,,,,,,,,
4/15/20," $2,155,463.27 ",,11/12/20,58433082358,,11/12/20,79708979348,,11/12/20,462.78,,,,,,,,
4/14/20," $2,084,996.37 ",,11/13/20,54834222262,,11/13/20,79735847173,,11/13/20,476.87,,,,,,,,
4/13/20," $1,269,995.88 ",,11/14/20,34540619732,,11/14/20,79752260413,,11/14/20,461.03,,,,,,,,
4/12/20," $1,234,290.82 ",,11/15/20,34544174003,,11/15/20,79665549484,,11/15/20,448.51,,,,,,,,
4/11/20," $1,748,907.13 ",,11/16/20,47985935398,,11/16/20,79057383494,,11/16/20,461.01,,,,,,,,
4/10/20," $2,870,168.85 ",,11/17/20,74866465876,,11/17/20,79420719589,,11/17/20,482.71,,,,,,,,
4/9/20," $3,036,242.79 ",,11/18/20,80394403719,,11/18/20,78884707574,,11/18/20,478.76,,,,,,,,
4/8/20," $1,780,189.37 ",,11/19/20,46783318521,,11/19/20,80648971146,,11/19/20,471.82,,,,,,,,
4/7/20," $2,740,387.80 ",,11/20/20,68357121233,,11/20/20,78540212070,,11/20/20,510.43,,,,,,,,
4/6/20," $2,926,908.26 ",,11/21/20,66371016498,,11/21/20,79852230557,,11/21/20,552.26,,,,,,,,
4/5/20," $2,779,145.59 ",,11/22/20,62695231579,,11/22/20,79155483331,,11/22/20,560.01,,,,,,,,
4/4/20," $3,674,942.81 ",,11/23/20,76578870525,,11/23/20,78782841274,,11/23/20,609.13,,,,,,,,
4/3/20," $4,516,349.74 ",,11/24/20,93649625593,,11/24/20,79715083050,,11/24/20,604.98,,,,,,,,
4/2/20," $2,741,516.07 ",,11/25/20,61060602390,,11/25/20,78851915577,,11/25/20,569.4,,,,,,,,
4/1/20," $5,883,024.91 ",,11/26/20,1.42518E+11,,11/26/20,79349591096,,11/26/20,520.22,,,,,,,,
3/31/20," $1,837,087.35 ",,11/27/20,45168615208,,11/27/20,78391315304,,11/27/20,518.83,,,,,,,,
3/30/20," $1,513,722.99 ",,11/28/20,34986023055,,11/28/20,80422510325,,11/28/20,537.99,,,,,,,,
3/29/20," $1,406,158.41 ",,11/29/20,30780782615,,11/29/20,79310759260,,11/29/20,576,,,,,,,,
3/28/20," $3,902,696.54 ",,11/30/20,78983988030,,11/30/20,80194820798,,11/30/20,616.14,,,,,,,,
3/27/20," $4,060,243.07 ",,12/1/20,87210450983,,12/1/20,79417362821,,12/1/20,586.23,,,,,,,,
3/26/20," $2,066,022.71 ",,12/2/20,44017238565,,12/2/20,78455307924,,12/2/20,598.26,,,,,,,,
3/25/20," $2,310,602.59 ",,12/3/20,47047850997,,12/3/20,79655755902,,12/3/20,616.55,,,,,,,,
3/24/20," $2,415,168.02 ",,12/4/20,54133415152,,12/4/20,78593382248,,12/4/20,567.67,,,,,,,,
3/23/20," $1,758,101.95 ",,12/5/20,37247774997,,12/5/20,79071561462,,12/5/20,596.93,,,,,,,,
3/22/20," $1,752,233.52 ",,12/6/20,36457991314,,12/6/20,79796966700,,12/6/20,602.3,,,,,,,,
3/21/20," $2,333,745.93 ",,12/7/20,50119786947,,12/7/20,78739456406,,12/7/20,591.36,,,,,,,,
3/20/20," $2,830,353.32 ",,12/8/20,64453892343,,12/8/20,79147899784,,12/8/20,554.82,,,,,,,,
3/19/20," $3,011,652.33 ",,12/9/20,65315353811,,12/9/20,80408427175,,12/9/20,573.44,,,,,,,,
3/18/20," $2,463,380.52 ",,12/10/20,56230297216,,12/10/20,78459732756,,12/10/20,558.36,,,,,,,,
3/17/20," $2,751,500.65 ",,12/11/20,63672809905,,12/11/20,79415441036,,12/11/20,544.14,,,,,,,,
3/16/20," $1,926,051.81 ",,12/12/20,42794623984,,12/12/20,79201181970,,12/12/20,568.26,,,,,,,,
3/15/20," $2,129,133.01 ",,12/13/20,45496784769,,12/13/20,79221016663,,12/13/20,590.72,,,,,,,,
3/14/20," $2,972,843.73 ",,12/14/20,63655438361,,12/14/20,79648873534,,12/14/20,586.35,,,,,,,,
3/13/20," $3,939,556.09 ",,12/15/20,84560575140,,12/15/20,79074915212,,12/15/20,589.17,,,,,,,,
3/12/20," $4,262,682.29 ",,12/16/20,83601467306,,12/16/20,79951277395,,12/16/20,637.74,,,,,,,,
3/11/20," $7,109,288.94 ",,12/17/20,1.38818E+11,,12/17/20,79627450773,,12/17/20,643.16,,,,,,,,
3/10/20," $3,838,537.06 ",,12/18/20,74197672209,,12/18/20,79037397236,,12/18/20,654.55,,,,,,,,
3/9/20," $3,679,362.21 ",,12/19/20,70165553145,,12/19/20,79608772275,,12/19/20,658.7,,,,,,,,
3/8/20," $2,282,241.83 ",,12/20/20,44525185130,,12/20/20,80319231358,,12/20/20,638.17,,,,,,,,
3/7/20," $3,868,882.72 ",,12/21/20,80001622383,,12/21/20,79552645599,,12/21/20,607.9,,,,,,,,
3/6/20," $3,368,031.48 ",,12/22/20,66555945514,,12/22/20,79413268364,,12/22/20,637.23,,,,,,,,
3/5/20," $5,099,031.47 ",,12/23/20,1.08363E+11,,12/23/20,80401648551,,12/23/20,585.25,,,,,,,,
3/4/20," $4,331,926.40 ",,12/24/20,89685037081,,12/24/20,78882857208,,12/24/20,612.32,,,,,,,,
3/3/20," $4,509,605.46 ",,12/25/20,91695148943,,12/25/20,78458935977,,12/25/20,626.83,,,,,,,,
3/2/20," $3,398,211.19 ",,12/26/20,66456740443,,12/26/20,80390812298,,12/26/20,636.07,,,,,,,,
3/1/20," $5,372,472.96 ",,12/27/20,98656135135,,12/27/20,79617170233,,12/27/20,683.98,,,,,,,,
2/29/20," $6,694,371.75 ",,12/28/20,1.1419E+11,,12/28/20,80353454827,,12/28/20,729.59,,,,,,,,
2/28/20," $5,516,803.90 ",,12/29/20,96068312188,,12/29/20,78498863946,,12/29/20,731.55,,,,,,,,
2/27/20," $6,813,999.17 ",,12/30/20,1.13635E+11,,12/30/20,79683258757,,12/30/20,752.53,,,,,,,,
2/26/20," $5,806,714.22 ",,12/31/20,99481529136,,12/31/20,79183032550,,12/31/20,737.15,,,,,,,,
2/25/20," $3,891,996.30 ",,1/1/21,66560418720,,1/1/21,80034402241,,1/1/21,730.6,,,,,,,,
2/24/20," $6,435,817.82 ",,1/2/21,1.02606E+11,,1/2/21,80944343007,,1/2/21,774.9,,,,,,,,
2/23/20," $13,170,234.72 ",,1/3/21,1.70448E+11,,1/3/21,78950689587,,1/3/21,978.69,,,,,,,,
2/22/20," $21,493,903.25 ",,1/4/21,2.59309E+11,,1/4/21,79459728805,,1/4/21,1043.16,,,,,,,,
2/21/20," $12,166,950.62 ",,1/5/21,1.38144E+11,,1/5/21,79836396470,,1/5/21,1103.19,,,,,,,,
2/20/20," $12,026,286.39 ",,1/6/21,1.2511E+11,,1/6/21,79404156622,,1/6/21,1210.59,,,,,,,,
2/19/20," $12,819,712.79 ",,1/7/21,1.33169E+11,,1/7/21,78552567530,,1/7/21,1225.5,,,,,,,,
2/18/20," $13,722,843.63 ",,1/8/21,1.39786E+11,,1/8/21,80667103300,,1/8/21,1216.98,,,,,,,,
2/17/20," $9,370,743.30 ",,1/9/21,92563339823,,1/9/21,79093105359,,1/9/21,1279.96,,,,,,,,
2/16/20," $8,775,707.53 ",,1/10/21,87310659101,,1/10/21,80042761416,,1/10/21,1255.72,,,,,,,,
2/15/20," $20,710,897.94 ",,1/11/21,2.38075E+11,,1/11/21,79929732115,,1/11/21,1088.37,,,,,,,,
2/14/20," $7,340,633.88 ",,1/12/21,87031984990,,1/12/21,80324648072,,1/12/21,1050.04,,,,,,,,
2/13/20," $6,169,950.38 ",,1/13/21,67945681638,,1/13/21,80371646458,,1/13/21,1129.84,,,,,,,,
2/12/20," $8,245,460.01 ",,1/14/21,85478387564,,1/14/21,78290503497,,1/14/21,1232.11,,,,,,,,
2/11/20," $8,850,803.21 ",,1/15/21,94274611075,,1/15/21,80306580523,,1/15/21,1169.06,,,,,,,,
2/10/20," $7,923,019.22 ",,1/16/21,81160820583,,1/16/21,79462467859,,1/16/21,1228.52,,,,,,,,
2/9/20," $6,235,625.31 ",,1/17/21,63895643119,,1/17/21,79102214140,,1/17/21,1233.73,,,,,,,,
2/8/20," $7,473,158.53 ",,1/18/21,75294263372,,1/18/21,78877776240,,1/18/21,1258.31,,,,,,,,
2/7/20," $10,940,506.23 ",,1/19/21,1.0088E+11,,1/19/21,79297032568,,1/19/21,1367.65,,,,,,,,
2/6/20," $9,229,277.82 ",,1/20/21,83504044289,,1/20/21,80221317406,,1/20/21,1377.75,,,,,,,,
2/5/20," $10,684,381.27 ",,1/21/21,1.21059E+11,,1/21/21,79404809729,,1/21/21,1111.49,,,,,,,,
2/4/20," $12,847,532.04 ",,1/22/21,1.31622E+11,,1/22/21,79064072567,,1/22/21,1234.56,,,,,,,,
2/3/20," $7,902,371.16 ",,1/23/21,80179001262,,1/23/21,79863148815,,1/23/21,1234.1,,,,,,,,
2/2/20," $8,951,446.51 ",,1/24/21,81094537437,,1/24/21,79272400668,,1/24/21,1392.45,,,,,,,,
2/1/20," $11,361,741.48 ",,1/25/21,1.08165E+11,,1/25/21,79668647992,,1/25/21,1318.47,,,,,,,,
1/31/20," $9,176,145.93 ",,1/26/21,85152958296,,1/26/21,78759805850,,1/26/21,1368.22,,,,,,,,
1/30/20," $9,786,487.73 ",,1/27/21,1.00001E+11,,1/27/21,78826557381,,1/27/21,1241.51,,,,,,,,
1/29/20," $10,019,689.95 ",,1/28/21,94810705889,,1/28/21,79412823469,,1/28/21,1330.78,,,,,,,,
1/28/20," $15,319,789.38 ",,1/29/21,1.40718E+11,,1/29/21,78940120803,,1/29/21,1379.13,,,,,,,,
1/27/20," $12,187,842.75 ",,1/30/21,1.1328E+11,,1/30/21,78000929398,,1/30/21,1379.35,,,,,,,,
1/26/20," $13,725,263.51 ",,1/31/21,1.28793E+11,,1/31/21,81091114055,,1/31/21,1314.18,,,,,,,,
1/25/20," $16,738,461.41 ",,2/1/21,1.5367E+11,,2/1/21,79242528840,,2/1/21,1374.57,,,,,,,,
1/24/20," $21,118,294.83 ",,2/2/21,1.75725E+11,,2/2/21,79383052926,,2/2/21,1513.9,,,,,,,,
1/23/20," $22,914,786.18 ",,2/3/21,1.73453E+11,,2/3/21,79239413970,,2/3/21,1667.22,,,,,,,,
1/22/20," $29,447,950.41 ",,2/4/21,2.32624E+11,,2/4/21,79245711874,,2/4/21,1597.44,,,,,,,,
1/21/20," $34,292,577.26 ",,2/5/21,2.52332E+11,,2/5/21,78945097196,,2/5/21,1721.48,,,,,,,,
1/20/20," $23,959,901.71 ",,2/6/21,1.7964E+11,,2/6/21,79431746322,,2/6/21,1679.14,,,,,,,,
1/19/20," $20,619,841.66 ",,2/7/21,1.6007E+11,,2/7/21,79781005643,,2/7/21,1614.64,,,,,,,,
1/18/20," $29,468,651.81 ",,2/8/21,2.12876E+11,,2/8/21,78973896198,,2/8/21,1752.87,,,,,,,,
1/17/20," $32,767,841.79 ",,2/9/21,2.33574E+11,,2/9/21,79167701041,,2/9/21,1772.05,,,,,,,,
1/16/20," $29,578,711.75 ",,2/10/21,2.13089E+11,,2/10/21,79638181587,,2/10/21,1743,,,,,,,,
1/15/20," $24,821,019.49 ",,2/11/21,1.75207E+11,,2/11/21,79245756715,,2/11/21,1787.69,,,,,,,,
1/14/20," $26,464,822.97 ",,2/12/21,1.80073E+11,,2/12/21,79663712564,,2/12/21,1844.84,,,,,,,,
1/13/20," $26,924,452.76 ",,2/13/21,1.88806E+11,,2/13/21,78462217650,,2/13/21,1817.48,,,,,,,,
1/12/20," $21,676,327.72 ",,2/14/21,1.50406E+11,,2/14/21,79934298329,,2/14/21,1802.96,,,,,,,,
1/11/20," $25,189,677.92 ",,2/15/21,1.78715E+11,,2/15/21,79211489509,,2/15/21,1779.4,,,,,,,,
1/10/20," $24,422,697.94 ",,2/16/21,1.7304E+11,,2/16/21,79165657916,,2/16/21,1782.83,,,,,,,,
1/9/20," $25,657,711.56 ",,2/17/21,1.73353E+11,,2/17/21,79955215518,,2/17/21,1851.14,,,,,,,,
1/8/20," $28,062,460.00 ",,2/18/21,1.83087E+11,,2/18/21,79022912660,,2/18/21,1939.61,,,,,,,,
1/7/20," $29,283,132.64 ",,2/19/21,1.86186E+11,,2/19/21,80348254313,,2/19/21,1957.47,,,,,,,,
1/6/20," $30,589,116.44 ",,2/20/21,2.01536E+11,,2/20/21,79253329738,,2/20/21,1915.12,,,,,,,,
1/5/20," $22,210,833.26 ",,2/21/21,1.44972E+11,,2/21/21,79171256964,,2/21/21,1935.14,,,,,,,,
1/4/20," $38,483,819.89 ",,2/22/21,2.72678E+11,,2/22/21,79374067746,,2/22/21,1778.07,,,,,,,,
1/3/20," $46,890,584.16 ",,2/23/21,3.73797E+11,,2/23/21,79485929271,,2/23/21,1578.19,,,,,,,,
1/2/20," $27,026,014.25 ",,2/24/21,2.10131E+11,,2/24/21,79139574634,,2/24/21,1625.17,,,,,,,,
1/1/20," $19,461,073.55 ",,2/25/21,1.65094E+11,,2/25/21,79546954198,,2/25/21,1481.88,,,,,,,,
12/31/19," $18,334,655.85 ",,2/26/21,1.58443E+11,,2/26/21,80020278811,,2/26/21,1446.1,,,,,,,,
12/30/19," $13,756,877.55 ",,2/27/21,1.18466E+11,,2/27/21,79525213088,,2/27/21,1460.23,,,,,,,,
12/29/19," $13,246,492.12 ",,2/28/21,1.17852E+11,,2/28/21,79011076084,,2/28/21,1422.58,,,,,,,,
12/28/19," $14,725,047.98 ",,3/1/21,1.18599E+11,,3/1/21,79006491494,,3/1/21,1571.49,,,,,,,,
12/27/19," $14,917,117.34 ",,3/2/21,1.24935E+11,,3/2/21,80204963191,,3/2/21,1488.67,,,,,,,,
12/26/19," $16,106,373.47 ",,3/3/21,1.30986E+11,,3/3/21,78387565954,,3/3/21,1568.65,,,,,,,,
12/25/19," $13,760,345.67 ",,3/4/21,1.12789E+11,,3/4/21,79305219314,,3/4/21,1538.37,,,,,,,,
12/24/19," $16,854,478.50 ",,3/5/21,1.37794E+11,,3/5/21,79958598303,,3/5/21,1529.75,,,,,,,,
12/23/19," $13,135,926.01 ",,3/6/21,99200636716,,3/6/21,80181267152,,3/6/21,1651.48,,,,,,,,
12/22/19," $18,179,503.36 ",,3/7/21,1.32473E+11,,3/7/21,79493606924,,3/7/21,1726.33,,,,,,,,
12/21/19," $20,072,616.84 ",,3/8/21,1.3716E+11,,3/8/21,79774629929,,3/8/21,1834.48,,,,,,,,
12/20/19," $20,724,570.97 ",,3/9/21,1.4039E+11,,3/9/21,78853248198,,3/9/21,1872.1,,,,,,,,
12/19/19," $19,168,275.54 ",,3/10/21,1.34144E+11,,3/10/21,79578457910,,3/10/21,1795.63,,,,,,,,
12/18/19," $19,066,497.00 ",,3/11/21,1.32247E+11,,3/11/21,78909846121,,3/11/21,1827.06,,,,,,,,
12/17/19," $24,107,908.06 ",,3/12/21,1.7178E+11,,3/12/21,79389044621,,3/12/21,1767.77,,,,,,,,
12/16/19," $25,008,512.78 ",,3/13/21,1.62674E+11,,3/13/21,80020449998,,3/13/21,1921.18,,,,,,,,
12/15/19," $22,020,583.38 ",,3/14/21,1.49069E+11,,3/14/21,79905655379,,3/14/21,1848.69,,,,,,,,
12/14/19," $26,881,698.71 ",,3/15/21,1.89463E+11,,3/15/21,79051271908,,3/15/21,1794.83,,,,,,,,
12/13/19," $27,202,571.84 ",,3/16/21,1.88701E+11,,3/16/21,79837150538,,3/16/21,1805.64,,,,,,,,
12/12/19," $28,103,137.12 ",,3/17/21,1.93802E+11,,3/17/21,79543048766,,3/17/21,1823.03,,,,,,,,
12/11/19," $25,088,103.67 ",,3/18/21,1.77581E+11,,3/18/21,79540830307,,3/18/21,1776.16,,,,,,,,
12/10/19," $22,926,785.83 ",,3/19/21,1.588E+11,,3/19/21,79775838240,,3/19/21,1809.76,,,,,,,,
12/9/19," $20,356,044.26 ",,3/20/21,1.41123E+11,,3/20/21,79891558867,,3/20/21,1805.49,,,,,,,,
12/8/19," $19,438,313.97 ",,3/21/21,1.38089E+11,,3/21/21,78907502960,,3/21/21,1783.94,,,,,,,,
12/7/19," $25,099,639.88 ",,3/22/21,1.87502E+11,,3/22/21,79583607881,,3/22/21,1682.05,,,,,,,,
12/6/19," $21,789,401.32 ",,3/23/21,1.63877E+11,,3/23/21,79680630933,,3/23/21,1668.69,,,,,,,,
12/5/19," $22,139,644.73 ",,3/24/21,1.76581E+11,,3/24/21,79191815077,,3/24/21,1583.24,,,,,,,,
12/4/19," $22,767,507.15 ",,3/25/21,1.79095E+11,,3/25/21,80036668207,,3/25/21,1588.34,,,,,,,,
12/3/19," $19,749,700.64 ",,3/26/21,1.45287E+11,,3/26/21,79967589918,,3/26/21,1699.89,,,,,,,,
12/2/19," $16,211,478.56 ",,3/27/21,1.18833E+11,,3/27/21,79595845321,,3/27/21,1713.94,,,,,,,,
12/1/19," $16,656,861.69 ",,3/28/21,1.24093E+11,,3/28/21,79579152301,,3/28/21,1686.74,,,,,,,,
